,"Jan 21 - 31, 24","Feb 24","Mar 24","Apr 24","May 24","Jun 24","Jul 24","Aug 24","Sep 24","Oct 24","Nov 24","Dec 24","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"HC628-01-CSP (HILCO Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,26,8308.56,0.7%,319.56,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,26.00,8308.56,0.1%,319.56
"HEPA (P/N 41706HC  24x24x11.5 HC 99.99%)",0.00,0.00,0.0%,0.00,12,7519.28,0.6%,626.61,31,20844.87,1.2%,672.42,4,2869.00,0.2%,717.25,36,24581.18,1.5%,682.81,8,4528.06,0.4%,566.01,2,1021.80,0.1%,510.90,16,8385.60,0.9%,524.10,15,9861.45,1.0%,657.43,10,9156.84,0.9%,915.68,0,0.00,0.0%,0.00,24,12719.04,0.9%,529.96,158.00,101487.12,0.7%,642.32
"HILCO (HILCO)",0.00,0.00,0.0%,0.00,3,12468.67,1.0%,4156.22,77,95793.71,5.6%,1244.07,8,111428.28,6.4%,13928.54,8,10656.00,0.7%,1332.00,22,5763.48,0.5%,261.98,50,12813.00,1.0%,256.26,7,12158.67,1.3%,1736.95,10,3436.48,0.4%,343.65,28,1912.00,0.2%,68.29,18,1134.00,0.1%,63.00,13,13724.00,0.9%,1055.69,244.00,281288.29,1.9%,1152.82
"HP311-12-GE (HP311-12-GE Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,1283.84,0.1%,160.48,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,902.70,0.1%,150.45,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14.00,2186.54,0.0%,156.18
"HS611-200-CSP (HILCO Filter Cartridge)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,2709.12,0.2%,169.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16.00,2709.12,0.0%,169.32
"HT718-00-CRN (HILCO Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,28,2632.00,0.2%,94.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,730.00,0.1%,91.25,0.00,0.00,0.0%,0.00,24,2066.16,0.2%,86.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,60.00,5428.16,0.0%,90.47
"HVP-SPECIAL (Special High Capacity Pleat)",3,83.49,0.0%,27.83,122,1865.37,0.1%,15.29,137,2546.75,0.1%,18.59,216,4591.14,0.3%,21.26,192,3447.84,0.2%,17.96,89,1580.03,0.1%,17.75,636,10107.00,0.8%,15.89,368,5512.23,0.6%,14.98,168,3423.98,0.3%,20.38,56,970.95,0.1%,17.34,23,348.43,0.0%,15.15,226,3805.90,0.3%,16.84,2236.00,38283.11,0.3%,17.12
"HVPXM-SPECIAL (HVPXM SPECIAL)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,283.59,0.0%,31.51,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,27.58,0.0%,27.58,11,313.82,0.0%,28.53,1,12.10,0.0%,12.10,1,12.10,0.0%,12.10,0.00,0.00,0.0%,0.00,1,12.10,0.0%,12.10,0.00,0.00,0.0%,0.00,24.00,661.29,0.0%,27.55
"JPMC 2509-30AB-D-SS (JPMC 2509-30AB-D-SS   Direct Equivalent to: MCS1001EEH13 Pal...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,32,3648.00,0.2%,114.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,32.00,3648.00,0.0%,114.00
"JRF 1122-C (JRF 1122-C Jonell CarboPur R Series Filter, 22"" Length)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,1897.36,0.1%,237.17,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,1897.36,0.0%,237.17
"LA03372-50 (Airlay3 0.33 OZ x 0.25"" x 72.0 x 50.0 Yard)",0.00,0.00,0.0%,0.00,2,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,201,580.00,0.1%,2.89,201,855.14,0.1%,4.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100,290.00,0.0%,2.90,504.00,1725.14,0.0%,3.42
"LABOR (LABOR)",18,34575.76,6.2%,1920.88,121,108533.93,8.5%,896.97,393,232037.31,13.5%,590.43,88,550895.18,31.8%,6260.17,30,230525.26,14.5%,7684.18,147,212385.67,17.0%,1444.80,36,66685.31,5.3%,1852.37,122,63494.69,6.8%,520.45,262,52194.72,5.3%,199.22,252,56981.31,5.6%,226.12,27,99992.70,10.3%,3703.43,73,123110.81,8.5%,1686.45,1569.00,1831412.65,12.4%,1167.25
"LABOR-FF (Final Filter Removal/ Installation/ Disposal)",0.00,0.00,0.0%,0.00,12,15861.16,1.2%,1321.76,110,22972.00,1.3%,208.84,2,8206.00,0.5%,4103.00,596,26189.00,1.7%,43.94,18,180.00,0.0%,10.00,64,17369.88,1.4%,271.40,53,20898.16,2.3%,394.30,374,13956.00,1.4%,37.32,8,16619.00,1.6%,2077.38,34,770.16,0.1%,22.65,14,17824.90,1.2%,1273.21,1285.00,160846.26,1.1%,125.17
"LABOR-INSP",2,700.00,0.1%,350.00,8,2150.00,0.2%,268.75,3,925.00,0.1%,308.33,3,1150.00,0.1%,383.33,2,850.00,0.1%,425.00,6,2650.00,0.2%,441.67,6,2150.00,0.2%,358.33,8,3700.00,0.4%,462.50,4,1400.00,0.1%,350.00,7,3250.00,0.3%,464.29,6,4120.00,0.4%,686.67,4,2547.50,0.2%,636.88,59.00,25592.50,0.2%,433.77
"LABOR-PF (Pre Filter Removal/ Installation/ Disposal)",3,9349.33,1.7%,3116.44,685,16739.27,1.3%,24.44,373,50826.88,3.0%,136.27,764,30595.98,1.8%,40.05,12,24239.61,1.5%,2019.97,291,43529.32,3.5%,149.59,1207,56062.67,4.4%,46.45,1630,49772.23,5.4%,30.54,1657,33542.61,3.4%,20.24,148,44980.17,4.4%,303.92,1997,21855.62,2.3%,10.94,385,59361.81,4.1%,154.19,9152.00,440855.50,3.0%,48.17
"LD10005074 (V-Deck 1oz 0.5"" x 74"" x 60 Yards)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,200,1232.00,0.1%,6.16,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,425,3534.50,0.3%,8.32,279,1830.85,0.1%,6.56,490,3283.00,0.4%,6.70,340,2653.00,0.3%,7.80,305,2506.00,0.2%,8.22,210,1666.00,0.2%,7.93,0.00,0.00,0.0%,0.00,2249.00,16705.35,0.1%,7.43
"LD12005074-50 (V-Deck 1.20 OZ x 0.50"" x 74 x 50 YARD)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,370.28,0.0%,185.14,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,370.28,0.0%,185.14
"LH07521 (LowMelt H 0.75 oz x 21.0"" x 30.0 Yard)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1200,6582.00,0.4%,5.49,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,255,1206.45,0.1%,4.73,100,432.00,0.0%,4.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,680,3100.70,0.3%,4.56,0.00,0.00,0.0%,0.00,2235.00,11321.15,0.1%,5.07
"LH07572 (LowMelt H 0.75 oz x 72.0"" x 30.0 Yard)",0.00,0.00,0.0%,0.00,1,209.45,0.0%,209.45,6,144.78,0.0%,24.13,0.00,0.00,0.0%,0.00,6,144.78,0.0%,24.13,0.00,0.00,0.0%,0.00,6,144.78,0.0%,24.13,1,209.45,0.0%,209.45,6,144.78,0.0%,24.13,0.00,0.00,0.0%,0.00,6,144.78,0.0%,24.13,0.00,0.00,0.0%,0.00,32.00,1142.80,0.0%,35.71
"LH07590 (LowMelt H 0.75 oz x 90.0"" x 30.0 Yard)",11,502.35,0.1%,45.67,291,2407.10,0.2%,8.27,1103,10284.60,0.6%,9.32,771,3129.10,0.2%,4.06,644,4807.41,0.3%,7.46,928,4724.44,0.4%,5.09,1779,12296.54,1.0%,6.91,1174,6288.16,0.7%,5.36,1845,10111.70,1.0%,5.48,1248,7377.29,0.7%,5.91,3050,16010.90,1.7%,5.25,6,249.32,0.0%,41.55,12850.00,78188.91,0.5%,6.08
"M-MVH-Gel-122412 (12x24x11.5 Galv 99.999% w/Gel Seal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,255.04,0.0%,255.04,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,255.04,0.0%,255.04
"M-MVH-Gel-242412 (MVH-610/610/292-5/6-13AJNG-32-NT-BIBO  HEPA Gel Seal Extractor ...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,23,9598.36,0.8%,417.32,2,834.61,0.1%,417.31,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,1669.28,0.2%,417.32,0.00,0.00,0.0%,0.00,29.00,12102.25,0.1%,417.32
"M11-SPECIAL (M11-SPECIAL)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,96,1808.64,0.1%,18.84,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,96,1717.44,0.2%,17.89,0.00,0.00,0.0%,0.00,192.00,3526.08,0.0%,18.37
"M13-SPECIAL (SPECIAL MERV 13 Pleated Filter)",0.00,0.00,0.0%,0.00,51,2183.31,0.2%,42.81,24,1218.60,0.1%,50.78,20,430.04,0.0%,21.50,12,670.32,0.0%,55.86,11,302.83,0.0%,27.53,0.00,0.00,0.0%,0.00,1,22.40,0.0%,22.40,0.00,0.00,0.0%,0.00,56,1274.12,0.1%,22.75,0.00,0.00,0.0%,0.00,23,661.63,0.0%,28.77,198.00,6763.25,0.0%,34.16
"MAGGD1625A3OX (16 x 25 x 6 MERV 14 - 900 Series Metal Dbl HDR Nominal Magna Std Cap)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,332.58,0.0%,166.29,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,332.58,0.0%,166.29
"MAGGD2025A3OX (20 x 25 x 6. MERV 14 - 900 Series Metal Dbl HDR Nominal Magna Std ...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,350.68,0.0%,175.34,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,350.68,0.0%,175.34
"MEDIA",0.00,0.00,0.0%,0.00,2,1512.50,0.1%,756.25,2,67.00,0.0%,33.50,1,33.50,0.0%,33.50,34,227.80,0.0%,6.70,4,205.68,0.0%,51.42,2,67.00,0.0%,33.50,14,111.50,0.0%,7.96,6,766.84,0.1%,127.81,5,270.34,0.0%,54.07,6,766.84,0.1%,127.81,2,67.00,0.0%,33.50,78.00,4096.00,0.0%,52.51
"MISC (MISC)",0,0.00,0.0%,0.00,4,-1962.78,-0.2%,-490.70,25,2829.70,0.2%,113.19,25,9115.47,0.5%,364.62,54,-17340.25,-1.1%,-321.12,35,10378.27,0.8%,296.52,10,1929.24,0.2%,192.92,410,9855.11,1.1%,24.04,479,23903.71,2.4%,49.90,107,3039.16,0.3%,28.40,38,34652.05,3.6%,911.90,244,12814.55,0.9%,52.52,1431.00,89214.23,0.6%,62.34
"MODULE (99-0018PH-3-04-11-22  #18PH HALF SIZE PLASTIC MODULE FILLED)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,116,22470.36,1.8%,193.71,2,426.72,0.0%,213.36,0.00,0.00,0.0%,0.00,6,2931.72,0.3%,488.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,124.00,25828.80,0.2%,208.30
"MV 95 MEDIA  Cut (MERV 16 MEDIA Cut to)",0.00,0.00,0.0%,0.00,2,0.00,0.0%,0.00,300,1029.00,0.1%,3.43,340,1936.20,0.1%,5.69,0.00,0.00,0.0%,0.00,300,1029.00,0.1%,3.43,0.00,0.00,0.0%,0.00,12,189.60,0.0%,15.80,140,480.20,0.0%,3.43,660,2473.80,0.2%,3.75,0.00,0.00,0.0%,0.00,200,686.00,0.0%,3.43,1954.00,7823.80,0.1%,4.00
"MV75 5/6 Non Recess (Viledon 20x24x12 V-Bank Non-Recessed)",24,2956.80,0.5%,123.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24.00,2956.80,0.0%,123.20
"MZE-SPECIAL (MZE-SPECIAL)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,116,1925.76,0.2%,16.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,124,2110.88,0.2%,17.02,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,240.00,4036.64,0.0%,16.82
"MZP-SPECIAL (MZP-SPECIAL)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,139.50,0.0%,27.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5.00,139.50,0.0%,27.90
"N0711F26 (18.75"" x 14"" x 26"" Open-Closed Cylindrical Cartridge - 18.75"" Round Fla...",0.00,0.00,0.0%,0.00,152,27194.32,2.1%,178.91,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,152.00,27194.32,0.2%,178.91
"N0801A22 (12.75"" x 8.38"" x 22""  Cylindrical Cartridge - 189 ft²  P/N N0801A22 - T...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,47,5905.08,0.4%,125.64,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,47.00,5905.08,0.0%,125.64
"N0814B26 (12.75"" x 8.38"" x 26"" Cylindrical Cartridge - 224 ft²  P/N N0814B26 - TF...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,153,19785.96,1.2%,129.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,153.00,19785.96,0.1%,129.32
"N1418D26 (N1418D26		  12.75"" OD "" x 8.38"" ID x 26.0"" L  MERV 16 synthetic Cartrid...",336,43680.00,7.8%,130.00,336,43680.00,3.4%,130.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,672.00,87360.00,0.6%,130.00
"N1418D39 (N1418D39		  12.75"" OD "" x 8.38"" ID x 39.0"" L, MERV 16 synthetic Cartrid...",384,70656.00,12.6%,184.00,384,70656.00,5.5%,184.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,768.00,141312.00,1.0%,184.00
"NGGC-336 PL-01 (PECO Next Generation Gas Coalescer 4.5"" OD x 36"" L 0.3 Micron Ele...",4,1481.36,0.3%,370.34,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,1481.36,0.0%,370.34
"NXT-GT Canister",0.00,0.00,0.0%,0.00,180,52489.74,4.1%,291.61,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,21,2581.32,0.2%,122.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,201.00,55071.06,0.4%,273.99
"NXT-N934 (Composite filter for LM6000L, 80/20 blend)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,636,92270.88,5.4%,145.08,308,44684.64,2.6%,145.08,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,944.00,136955.52,0.9%,145.08
"NXT-VEE-SOCK 1/1 (4V SOCK 24x24x12 V-Bank Filters   for NxtNano V Cell)",0.00,0.00,0.0%,0.00,36,572.40,0.0%,15.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36,572.40,0.0%,15.90,36,572.40,0.0%,15.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36,572.40,0.1%,15.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36,572.40,0.0%,15.90,180.00,2862.00,0.0%,15.90
"P12108-058 (P12108-058 Mahle Duplex Pressure Filter, Aluminum Construction, NBR S...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,7892.25,0.8%,2630.75,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,7892.25,0.1%,2630.75
"P15/150S Cut Pad (Cut Piece P15/150S)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,5008.44,0.4%,834.74,2,0.00,0.0%,0.00,45,1802.80,0.2%,40.06,301,2690.20,0.3%,8.94,1,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,355.00,9501.44,0.1%,26.76
"P15/150S Roll (P15/150S Viledon Bulk Roll 78.75"" x 131'3"" x ½"")",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,1363.22,0.1%,1363.22,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,1363.22,0.0%,1363.22
"P15/350-244196 (1200 V2-SERIE B   Drw# AQP3587IGJ01     620x497mm (24.4""x19.6""))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,176,2166.56,0.1%,12.31,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,176.00,2166.56,0.0%,12.31
"P15/350-539242-N (1600 V2-SERIE B    Drw# AQP3607IGJ01     1370x615mm  w/140x373m...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,176,5908.32,0.3%,33.57,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,176.00,5908.32,0.0%,33.57
"P15/350S Cut Pad (Cut Piece P15/350S)",0.00,0.00,0.0%,0.00,2702,16228.20,1.3%,6.01,1365,7388.11,0.4%,5.41,1154,4634.22,0.3%,4.02,546,10728.80,0.7%,19.65,116,2337.00,0.2%,20.15,589,17219.78,1.4%,29.24,363,5014.20,0.5%,13.81,332,5222.88,0.5%,15.73,2612,17482.50,1.7%,6.69,908,14035.53,1.5%,15.46,176,2821.60,0.2%,16.03,10863.00,103112.82,0.7%,9.49
"P15/350S Roll (P15/350S Viledon Bulk Roll 78.75"" x 98'4"" x ½"")",0.00,0.00,0.0%,0.00,1,1265.20,0.1%,1265.20,2,2557.90,0.1%,1278.95,1,1356.50,0.1%,1356.50,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,5426.00,0.6%,1356.50,0.00,0.00,0.0%,0.00,8.00,10605.60,0.1%,1325.70
"P15/500S Cut Pad (Cut Piece P15/500S)",100,365.00,0.1%,3.65,217,3164.42,0.2%,14.58,426,1968.84,0.1%,4.62,400,1708.00,0.1%,4.27,200,610.00,0.0%,3.05,5,1793.04,0.1%,358.61,306,1178.25,0.1%,3.85,465,6631.76,0.7%,14.26,1635,37436.95,3.8%,22.90,1500,5769.00,0.6%,3.85,26,9197.22,1.0%,353.74,800,3057.00,0.2%,3.82,6080.00,72879.48,0.5%,11.99
"P15/500S Roll (P15/500S Viledon Bulk Roll 78.75"" x 65'7"")",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,961.20,0.1%,961.20,0.00,0.00,0.0%,0.00,1,886.52,0.1%,886.52,0.00,0.00,0.0%,0.00,1,1465.20,0.1%,1465.20,0.00,0.00,0.0%,0.00,1,1308.20,0.1%,1308.20,4.00,4621.12,0.0%,1155.28
"P415-10A (Baldwin Lube Oil Filter Element)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100,5240.00,0.6%,52.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,100.00,5240.00,0.0%,52.40
"P90-220-AN-5E (P90-220-AN-5E Parker P90 Series, PEACH Polyester Media, 2.5"" OD X ...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,45,1138.50,0.1%,25.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,45.00,1138.50,0.0%,25.30
