,"Jan 21 - 31, 25","Feb 25","Mar 25","Apr 25","May 25","Jun 25","Jul 25","Aug 25","Sep 25","Oct 25","Nov 25","Dec 25","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"Uncategorized","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"Inventory","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"1622-2Ply (16x22 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,50.89,0.0%,7.27,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,50.89,0.0%,7.27,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,50.89,0.0%,7.27,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,21.00,152.67,0.0%,7.27
"1624-2ply (16x24 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,12.06,0.0%,6.03,4,24.12,0.0%,6.03,2,12.06,0.0%,6.03,0.00,0.00,0.0%,0.00,8,48.24,0.0%,6.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,24.12,0.0%,6.03,2,12.70,0.0%,6.35,5,31.65,0.0%,6.33,27.00,164.95,0.0%,6.11
"1625-2Ply (16x25 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,19,116.66,0.0%,6.14,8,49.12,0.0%,6.14,25,153.50,0.0%,6.14,17,104.38,0.0%,6.14,8,49.12,0.0%,6.14,41,251.74,0.0%,6.14,25,153.50,0.0%,6.14,0.00,0.00,0.0%,0.00,27,165.78,0.0%,6.14,19,116.66,0.0%,6.14,45,275.93,0.0%,6.13,234.00,1436.39,0.0%,6.14
"1625-3Ply (16x25 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,79,1162.14,0.1%,14.71,18,470.64,0.0%,26.15,57,651.40,0.0%,11.43,28,557.04,0.1%,19.89,0.00,0.00,0.0%,0.00,71,1081.24,0.1%,15.23,0.00,0.00,0.0%,0.00,18,470.64,0.0%,26.15,0.00,0.00,0.0%,0.00,77,1141.74,0.1%,14.83,348.00,5534.84,0.0%,15.90
"1630-2Ply (16x30 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,38.96,0.0%,7.79,0.00,0.00,0.0%,0.00,2,15.76,0.0%,7.88,11,86.24,0.0%,7.84,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,38.96,0.0%,7.79,0.00,0.00,0.0%,0.00,7,55.16,0.0%,7.88,30.00,235.08,0.0%,7.84
"1630-3Ply (16x30 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,28,665.62,0.0%,23.77,18,334.62,0.0%,18.59,10,331.00,0.0%,33.10,18,334.62,0.0%,18.59,0.00,0.00,0.0%,0.00,26,600.22,0.1%,23.09,0.00,0.00,0.0%,0.00,18,334.62,0.0%,18.59,0.00,0.00,0.0%,0.00,28,665.62,0.0%,23.77,146.00,3266.32,0.0%,22.37
"1632-2ply (16x32 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,16.18,0.0%,8.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,11,88.99,0.0%,8.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,16.18,0.0%,8.09,0.00,0.00,0.0%,0.00,5,40.45,0.0%,8.09,20.00,161.80,0.0%,8.09
"1632-3ply (16x32 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,76,1303.94,0.1%,17.16,58,1078.22,0.1%,18.59,0.00,0.00,0.0%,0.00,76,1303.94,0.1%,17.16,0.00,0.00,0.0%,0.00,76,1303.94,0.1%,17.16,0.00,0.00,0.0%,0.00,58,1078.22,0.1%,18.59,0.00,0.00,0.0%,0.00,58,1078.22,0.1%,18.59,402.00,7146.48,0.0%,17.78
"1640-3ply (16x40 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,176.12,0.0%,17.61,8,140.32,0.0%,17.54,2,35.80,0.0%,17.90,8,140.32,0.0%,17.54,0.00,0.00,0.0%,0.00,10,176.12,0.0%,17.61,0.00,0.00,0.0%,0.00,8,140.32,0.0%,17.54,0.00,0.00,0.0%,0.00,10,176.12,0.0%,17.61,56.00,985.12,0.0%,17.59
"1650-2ply (16x50 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,73.68,0.0%,12.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,73.68,0.0%,12.28,0.00,0.00,0.0%,0.00,6,73.68,0.0%,12.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,125.40,0.0%,12.54,28.00,346.44,0.0%,12.37
"1651-2Ply (16.5x51.5 2-Ply Poly Panels)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,106.96,0.0%,13.37,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,106.96,0.0%,13.37,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16.00,213.92,0.0%,13.37
"1664-2PLY-3L (16x64 2-Ply Poly Link)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,70.50,0.0%,23.50,0.00,0.00,0.0%,0.00,3,70.50,0.0%,23.50,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,70.50,0.0%,23.50,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9.00,211.50,0.0%,23.50
"1672-2ply (16x72 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,1,20.60,0.0%,20.60,4,74.87,0.0%,18.72,1,20.60,0.0%,20.60,3,61.80,0.0%,20.60,1,20.60,0.0%,20.60,4,74.87,0.0%,18.72,2,41.20,0.0%,20.60,2,36.18,0.0%,18.09,1,20.60,0.0%,20.60,1,20.60,0.0%,20.60,2,41.20,0.0%,20.60,22.00,433.12,0.0%,19.69
"1675-2PLY-3L (16x75 MZP 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,187.28,0.0%,23.41,0.00,0.00,0.0%,0.00,8.00,187.28,0.0%,23.41
"1680-2Ply (16x80 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,394.72,0.0%,24.67,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,394.72,0.0%,24.67,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,394.72,0.0%,24.67,0.00,0.00,0.0%,0.00,16,394.72,0.0%,24.67,64.00,1578.88,0.0%,24.67
"1818-3ply (18x18 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,19.50,0.0%,9.75,0.00,0.00,0.0%,0.00,2,19.50,0.0%,9.75,10,81.80,0.0%,8.18,0.00,0.00,0.0%,0.00,2,19.50,0.0%,9.75,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,19.50,0.0%,9.75,18.00,159.80,0.0%,8.88
"1824-3ply (18x24 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,47.60,0.0%,11.90,0.00,0.00,0.0%,0.00,4,47.60,0.0%,11.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,47.60,0.0%,11.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,47.60,0.0%,11.90,16.00,190.40,0.0%,11.90
"1825-3ply (18x25 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,28.44,0.0%,9.48,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,28.44,0.0%,9.48
"1830-2Ply (18x30 2-Ply Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.82,0.0%,8.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.82,0.0%,8.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.82,0.0%,8.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,26.46,0.0%,8.82
"20120-2Ply (20x120 2-Ply Poly Link)",0.00,0.00,0.0%,0.00,4,175.40,0.0%,43.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,175.40,0.0%,43.85,0.00,0.00,0.0%,0.00,4,175.40,0.0%,43.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,175.40,0.0%,43.85,5,193.85,0.0%,38.77,0.00,0.00,0.0%,0.00,21.00,895.45,0.0%,42.64
"2020-2ply (20x20 2-Ply Poly Panel)",1,6.96,0.0%,6.96,15,92.25,0.0%,6.15,5,33.75,0.0%,6.75,27,174.08,0.0%,6.45,16,99.21,0.0%,6.20,11,68.46,0.0%,6.22,29,188.88,0.0%,6.51,22,134.42,0.0%,6.11,234,1439.10,0.1%,6.15,22,145.02,0.0%,6.59,27,166.10,0.0%,6.15,21,137.56,0.0%,6.55,430.00,2685.79,0.0%,6.25
"2020-3ply (20x20 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,251,2820.72,0.2%,11.24,14,135.94,0.0%,9.71,248,2857.35,0.1%,11.52,79,680.32,0.1%,8.61,0.00,0.00,0.0%,0.00,252,2881.79,0.3%,11.44,20,179.60,0.0%,8.98,26,219.82,0.0%,8.45,0.00,0.00,0.0%,0.00,231,2647.64,0.1%,11.46,1121.00,12423.18,0.1%,11.08
"2022-2ply (20x22 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,25.60,0.0%,6.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.40,0.0%,6.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,25.60,0.0%,6.40,0.00,0.00,0.0%,0.00,1,6.40,0.0%,6.40,10.00,64.00,0.0%,6.40
"2022-3ply (2022-3ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,145.58,0.0%,14.56,7,108.08,0.0%,15.44,3,37.50,0.0%,12.50,7,108.08,0.0%,15.44,0.00,0.00,0.0%,0.00,10,145.58,0.0%,14.56,0.00,0.00,0.0%,0.00,7,108.08,0.0%,15.44,0.00,0.00,0.0%,0.00,10,145.58,0.0%,14.56,54.00,798.48,0.0%,14.79
"2024-2Ply (20x24 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,334,2297.92,0.2%,6.88,32,245.84,0.0%,7.68,9,61.92,0.0%,6.88,34,233.92,0.0%,6.88,33,252.72,0.0%,7.66,84,577.92,0.0%,6.88,42,288.96,0.0%,6.88,24,190.80,0.0%,7.95,9,61.92,0.0%,6.88,34,233.92,0.0%,6.88,42,314.97,0.0%,7.50,677.00,4760.81,0.0%,7.03
"2024-3ply (20x24 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,135,1320.53,0.1%,9.78,69,758.31,0.1%,10.99,4,43.60,0.0%,10.90,122,1176.73,0.1%,9.65,0.00,0.00,0.0%,0.00,83,911.81,0.1%,10.99,0.00,0.00,0.0%,0.00,121,1167.03,0.1%,9.64,0.00,0.00,0.0%,0.00,73,801.91,0.0%,10.99,607.00,6179.92,0.0%,10.18
"2025-2ply (20x25 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,33,231.00,0.0%,7.00,1,7.00,0.0%,7.00,6,42.00,0.0%,7.00,35,245.00,0.0%,7.00,1,7.00,0.0%,7.00,6,42.00,0.0%,7.00,36,252.00,0.0%,7.00,40,284.00,0.0%,7.10,6,42.00,0.0%,7.00,35,247.10,0.0%,7.06,5,36.40,0.0%,7.28,204.00,1435.50,0.0%,7.04
"2025-3ply (20x25 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,50,917.86,0.1%,18.36,14,155.82,0.0%,11.13,36,762.00,0.0%,21.17,35,363.72,0.0%,10.39,0.00,0.00,0.0%,0.00,44,787.62,0.1%,17.90,40,408.00,0.0%,10.20,14,155.82,0.0%,11.13,0.00,0.00,0.0%,0.00,50,917.86,0.0%,18.36,283.00,4468.70,0.0%,15.79
"2030-2Ply (20x30 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,43.45,0.0%,8.69,3,25.09,0.0%,8.36,0.00,0.00,0.0%,0.00,5,43.45,0.0%,8.69,8,68.54,0.0%,8.57,5,43.45,0.0%,8.69,0.00,0.00,0.0%,0.00,3,25.09,0.0%,8.36,0.00,0.00,0.0%,0.00,9,78.21,0.0%,8.69,38.00,327.28,0.0%,8.61
"2030-3Ply (20x30 - 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,66,1348.68,0.1%,20.43,2,30.88,0.0%,15.44,63,1301.90,0.1%,20.67,35,552.28,0.1%,15.78,0.00,0.00,0.0%,0.00,58,1168.68,0.1%,20.15,0.00,0.00,0.0%,0.00,2,30.88,0.0%,15.44,0.00,0.00,0.0%,0.00,66,1357.48,0.1%,20.57,292.00,5790.78,0.0%,19.83
"2032-2Ply (20x32 2Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,214.08,0.0%,8.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,25,223.00,0.0%,8.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,214.08,0.0%,8.92,0.00,0.00,0.0%,0.00,25,223.00,0.0%,8.92,98.00,874.16,0.0%,8.92
"2032-3Ply (2032 - 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,47.40,0.0%,15.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,47.40,0.0%,15.80
"2036-2ply (20x36 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,9.53,0.0%,9.53,4,42.52,0.0%,10.63,5.00,52.05,0.0%,10.41
"2036-3ply (20x36 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,120.30,0.0%,20.05,0.00,0.00,0.0%,0.00,8,160.70,0.0%,20.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,160.70,0.0%,20.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,120.30,0.0%,20.05,28.00,562.00,0.0%,20.07
"2040-2Ply (20x40 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,2,27.84,0.0%,13.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,27.84,0.0%,13.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,339,4549.38,0.2%,13.42,343.00,4605.06,0.0%,13.43
"2040-3Ply (20x40 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,19,483.36,0.0%,25.44,0.00,0.00,0.0%,0.00,21,535.16,0.0%,25.48,8,127.04,0.0%,15.88,0.00,0.00,0.0%,0.00,23,558.40,0.1%,24.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,17,460.12,0.0%,27.07,88.00,2164.08,0.0%,24.59
"2050-2Ply (20x50 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,140.00,0.0%,14.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,140.00,0.0%,14.00,0.00,0.00,0.0%,0.00,10,140.00,0.0%,14.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,140.00,0.0%,14.00,40.00,560.00,0.0%,14.00
"2050-3Ply (20x50 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,94.40,0.0%,47.20,0.00,0.00,0.0%,0.00,2,94.40,0.0%,47.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,94.40,0.0%,47.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,94.40,0.0%,47.20,8.00,377.60,0.0%,47.20
"2060-2Ply (20x60 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,2,36.92,0.0%,18.46,2,36.92,0.0%,18.46,3,55.38,0.0%,18.46,2,36.92,0.0%,18.46,2,36.92,0.0%,18.46,2,36.92,0.0%,18.46,4,73.84,0.0%,18.46,0.00,0.00,0.0%,0.00,3,55.38,0.0%,18.46,2,36.92,0.0%,18.46,4,73.84,0.0%,18.46,26.00,479.96,0.0%,18.46
"2060-3Ply (20x60 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,593.60,0.0%,37.10,0.00,0.00,0.0%,0.00,16,593.60,0.0%,37.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,593.60,0.1%,37.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,593.60,0.0%,37.10,64.00,2374.40,0.0%,37.10
"2064-2PLY-3L (20x64 2-Ply Poly Link)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,136.08,0.0%,22.68,0.00,0.00,0.0%,0.00,6,136.08,0.0%,22.68,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,136.08,0.0%,22.68,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18.00,408.24,0.0%,22.68
"2072-2ply (20x72 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,5,103.15,0.0%,20.63,14,288.82,0.0%,20.63,5,103.15,0.0%,20.63,13,268.19,0.0%,20.63,5,103.15,0.0%,20.63,14,288.82,0.0%,20.63,10,206.30,0.0%,20.63,8,165.04,0.0%,20.63,5,103.15,0.0%,20.63,5,103.15,0.0%,20.63,10,206.30,0.0%,20.63,94.00,1939.22,0.0%,20.63
"2075-2Ply (20x75 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,252.00,0.0%,21.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,252.00,0.0%,21.00,0.00,0.00,0.0%,0.00,12,252.00,0.0%,21.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36.00,756.00,0.0%,21.00
"2084-2PLY-4L (20x84 2-Ply Poly Link)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,66.54,0.0%,22.18,0.00,0.00,0.0%,0.00,3,66.54,0.0%,22.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,66.54,0.0%,22.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9.00,199.62,0.0%,22.18
"2121-2ply (21x21 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,43,315.62,0.0%,7.34,0.00,0.00,0.0%,0.00,43.00,315.62,0.0%,7.34
"2123-2ply (21x23 1/2 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,3,22.95,0.0%,7.65,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,22.95,0.0%,7.65,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,22.95,0.0%,7.65,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,22.95,0.0%,7.65,0.00,0.00,0.0%,0.00,12.00,91.80,0.0%,7.65
"2224-2PLY (22x24 2-Ply Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,96,687.36,0.0%,7.16,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,96.00,687.36,0.0%,7.16
"2226-2ply (22x26 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,36.88,0.0%,9.22,0.00,0.00,0.0%,0.00,24,221.28,0.0%,9.22,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,28.00,258.16,0.0%,9.22
"24105-2Ply (24x105 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,70.76,0.0%,35.38,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,74.48,0.0%,37.24,4.00,145.24,0.0%,36.31
"24110-2ply (24x110 2Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,76.46,0.0%,38.23,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,76.46,0.0%,38.23,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,76.46,0.0%,38.23,0.00,0.00,0.0%,0.00,2,80.48,0.0%,40.24,8.00,309.86,0.0%,38.73
"24120-2Ply (120x24 2-Ply Poly Link)",0.00,0.00,0.0%,0.00,6,231.18,0.0%,38.53,6,231.18,0.0%,38.53,6,231.18,0.0%,38.53,6,231.18,0.0%,38.53,6,231.18,0.0%,38.53,6,231.18,0.0%,38.53,12,462.36,0.0%,38.53,9,414.45,0.0%,46.05,40,1918.94,0.2%,47.97,6,231.18,0.0%,38.53,12,462.36,0.0%,38.53,115.00,4876.37,0.0%,42.40
"2424-2ply (24x24 2-Ply Poly Panel)",48,393.60,0.1%,8.20,919,7200.80,0.7%,7.84,1012,7951.40,0.4%,7.86,998,7836.60,0.7%,7.85,934,7350.88,0.4%,7.87,1015,7976.00,0.8%,7.86,1604,12686.08,0.9%,7.91,1097,8636.44,0.8%,7.87,676,5542.65,0.5%,8.20,783,6223.48,0.6%,7.95,793,6298.66,0.7%,7.94,1014,8001.20,0.4%,7.89,10893.00,86097.79,0.6%,7.90
"2424-3ply (24x24 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,32,256.00,0.0%,8.00,707,9680.82,0.5%,13.69,476,5166.60,0.4%,10.85,253,3848.13,0.2%,15.21,292,3556.52,0.3%,12.18,0.00,0.00,0.0%,0.00,598,8098.53,0.8%,13.54,0.00,0.00,0.0%,0.00,342,3981.52,0.4%,11.64,0.00,0.00,0.0%,0.00,629,8757.89,0.5%,13.92,3329.00,43346.01,0.3%,13.02
"2424W-3PLY-P (24x24-  3 Ply Poly Panels)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,96,846.72,0.0%,8.82,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,96.00,846.72,0.0%,8.82
"2435-2ply (24 1/2 x 35 1/2  2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,26.16,0.0%,13.08,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,26.16,0.0%,13.08,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,52.32,0.0%,13.08
"2448-2ply (24x48 2 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,100.98,0.0%,16.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,100.98,0.0%,16.83
