,"Jan 23","Feb 23","Mar 23","Apr 23","May 23","Jun 23","Jul 23","Aug 23","Sep 23","Oct 23","Nov 23","Dec 23","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"Uncategorized","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"Inventory","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"1625-2Ply (16x25 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,14,75.46,0.0%,5.39,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,5.39,0.0%,5.39,15.00,80.85,0.0%,5.39
"1625-3Ply (16x25 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,26,161.20,0.0%,6.20,35,217.00,0.0%,6.20,11,68.20,0.0%,6.20,0.00,0.00,0.0%,0.00,32,198.40,0.0%,6.20,15,93.00,0.0%,6.20,8,49.60,0.0%,6.20,41,254.20,0.0%,6.20,168.00,1041.60,0.0%,6.20
"1630-2Ply (16x30 2-Ply Poly Panel)",1,6.00,0.0%,6.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.00,0.0%,6.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.00,0.0%,6.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.00,0.0%,6.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,24.00,0.0%,6.00
"1630-3Ply (16x30 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,70.50,0.0%,7.05,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,28.20,0.0%,7.05,0.00,0.00,0.0%,0.00,2,14.10,0.0%,7.05,11,77.55,0.0%,7.05,27.00,190.35,0.0%,7.05
"1632-2PLY-2L (16x32 2 Ply Poly Panel)",18,225.72,0.0%,12.54,0.00,0.00,0.0%,0.00,18,225.72,0.0%,12.54,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36.00,451.44,0.0%,12.54
"1632-3ply (16x32 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,225.72,0.0%,12.54,11,93.83,0.0%,8.53,0.00,0.00,0.0%,0.00,18,225.72,0.0%,12.54,2,17.06,0.0%,8.53,3,25.59,0.0%,8.53,18,225.72,0.0%,12.54,12,102.36,0.0%,8.53,82.00,916.00,0.0%,11.17
"1640-3ply (16x40 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,12.34,0.0%,12.34,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,12.34,0.0%,12.34
"1650-3ply (16x50 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,61.20,0.0%,15.30,0.00,0.00,0.0%,0.00,6,91.80,0.0%,15.30,0.00,0.00,0.0%,0.00,10.00,153.00,0.0%,15.30
"1664-2PLY-3L (16x64 2-Ply Poly Link)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,66.12,0.0%,22.04,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,66.12,0.0%,22.04,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,132.24,0.0%,22.04
"1672-3ply (16x72 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,20.60,0.0%,20.60,0.00,0.00,0.0%,0.00,1,20.60,0.0%,20.60,2,41.20,0.0%,20.60,1,20.60,0.0%,20.60,1,20.60,0.0%,20.60,6.00,123.60,0.0%,20.60
"1675-2PLY-3L (16x75 MZP 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,166.08,0.0%,20.76,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,166.08,0.0%,20.76
"1680-3Ply (16x80 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,399.52,0.0%,24.97,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,399.52,0.0%,24.97,32.00,799.04,0.0%,24.97
"18.24.2 Nova Pleat (18x24x2 NovaPleat No Wire)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,142.56,0.0%,5.94,0.00,0.00,0.0%,0.00,24.00,142.56,0.0%,5.94
"1822-3Ply (18x22 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.92,0.0%,6.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,6.92,0.0%,6.92
"1825-3ply (18x25 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.96,0.0%,6.96,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.96,0.0%,6.96,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,13.92,0.0%,6.96
"1830-5050WW-P (18x30 2-Ply Panel)",1,6.32,0.0%,6.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.32,0.0%,6.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.32,0.0%,6.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.32,0.0%,6.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,25.28,0.0%,6.32
"20120-2Ply (20x120 2-Ply Poly Link)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,185.00,0.0%,37.00,4,175.40,0.0%,43.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,175.40,0.0%,43.85,0.00,0.00,0.0%,0.00,13.00,535.80,0.0%,41.22
"2020-2ply (20x20 2-Ply Poly Panel)",12,67.92,0.0%,5.66,0.00,0.00,0.0%,0.00,4,67.40,0.0%,16.85,15,85.39,0.0%,5.69,0.00,0.00,0.0%,0.00,4,67.40,0.0%,16.85,12,67.92,0.0%,5.66,0.00,0.00,0.0%,0.00,4,67.40,0.0%,16.85,12,67.92,0.0%,5.66,8,48.32,0.0%,6.04,4,67.40,0.0%,16.85,75.00,607.07,0.0%,8.09
"2020-3ply (20x20 3-Ply Poly Panel)",12,74.40,0.0%,6.20,0.00,0.00,0.0%,0.00,12,74.40,0.0%,6.20,29,229.39,0.0%,7.91,2,12.38,0.0%,6.19,27,167.25,0.0%,6.19,10,61.90,0.0%,6.19,0.00,0.00,0.0%,0.00,8,49.52,0.0%,6.19,27,167.25,0.0%,6.19,9,55.71,0.0%,6.19,11,68.09,0.0%,6.19,147.00,960.29,0.0%,6.53
"2022-2ply (20x22 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.10,0.0%,8.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,8.10,0.0%,8.10
"2022-3ply (2022-3ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.03,0.0%,8.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.03,0.0%,8.03,2.00,16.06,0.0%,8.03
"2024-2Ply (20x24 2-Ply Poly Panel)",24,172.32,0.0%,7.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,172.32,0.0%,7.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,181.44,0.0%,7.56,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,181.44,0.0%,7.56,0.00,0.00,0.0%,0.00,96.00,707.52,0.0%,7.37
"2024-3ply (20x24 3-Ply Poly Panel)",52,368.16,0.0%,7.08,0.00,0.00,0.0%,0.00,52,368.16,0.0%,7.08,12,88.32,0.0%,7.36,1,7.36,0.0%,7.36,85,611.04,0.1%,7.19,1,7.36,0.0%,7.36,0.00,0.00,0.0%,0.00,9,66.24,0.0%,7.36,78,559.52,0.1%,7.17,1,7.36,0.0%,7.36,9,66.24,0.0%,7.36,300.00,2149.76,0.0%,7.17
"2025-2ply (20x25 2-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,16.15,0.0%,16.15,16,97.76,0.0%,6.11,0.00,0.00,0.0%,0.00,1,16.15,0.0%,16.15,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,16.15,0.0%,16.15,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,16.15,0.0%,16.15,20.00,162.36,0.0%,8.12
"2025-3ply (20x25 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,28,198.52,0.0%,7.09,12,85.08,0.0%,7.09,31,219.79,0.0%,7.09,0.00,0.00,0.0%,0.00,10,70.90,0.0%,7.09,38,269.42,0.0%,7.09,1,7.09,0.0%,7.09,9,63.81,0.0%,7.09,129.00,914.61,0.0%,7.09
"2030-3Ply (20x30 - 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,31.32,0.0%,7.83,4,47.40,0.0%,11.85,0.00,0.00,0.0%,0.00,4,31.32,0.0%,7.83,0.00,0.00,0.0%,0.00,4,31.32,0.0%,7.83,5,39.15,0.0%,7.83,21.00,180.51,0.0%,8.60
"2030-5050WW-P (20x30 2-Ply Panel)",2,18.68,0.0%,9.34,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,18.68,0.0%,9.34,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,18.68,0.0%,9.34,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,18.68,0.0%,9.34,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,74.72,0.0%,9.34
"2032-3Ply (2032 - 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,190.32,0.0%,7.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,190.32,0.0%,7.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,25,198.25,0.0%,7.93,73.00,578.89,0.0%,7.93
"2036-3ply (20x36 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,19.90,0.0%,9.95,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,19.90,0.0%,9.95
"2040-3Ply (20x40 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,23.24,0.0%,11.62,0.00,0.00,0.0%,0.00,2,37.52,0.0%,18.76,2,23.24,0.0%,11.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,23.24,0.0%,11.62,0.00,0.00,0.0%,0.00,8.00,107.24,0.0%,13.41
"2040W-2PLY-2L (20x40 2 Ply Poly Panel)",2,23.24,0.0%,11.62,0.00,0.00,0.0%,0.00,2,23.24,0.0%,11.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,46.48,0.0%,11.62
"2050-3Ply (20x50 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,175.50,0.0%,17.55,0.00,0.00,0.0%,0.00,10,175.50,0.0%,17.55,0.00,0.00,0.0%,0.00,20.00,351.00,0.0%,17.55
"2060-3Ply (20x60 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,42.04,0.0%,21.02,0.00,0.00,0.0%,0.00,2,42.04,0.0%,21.02,4,84.08,0.0%,21.02,2,42.04,0.0%,21.02,2,42.04,0.0%,21.02,12.00,252.24,0.0%,21.02
"2064-2PLY-3L (20x64 2-Ply Poly Link)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,129.30,0.0%,21.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,129.30,0.0%,21.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,258.60,0.0%,21.55
"2072-3ply (20x72 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,130.70,0.0%,26.14,0.00,0.00,0.0%,0.00,5,130.70,0.0%,26.14,6,156.84,0.0%,26.14,5,130.70,0.0%,26.14,7,182.98,0.0%,26.14,28.00,731.92,0.0%,26.14
"2075W-2PLY-3L (20x75 2 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,372.84,0.0%,31.07,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,372.84,0.0%,31.07
"2084-2PLY-4L (20x84 2-Ply Poly Link)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,63.24,0.0%,21.08,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,63.24,0.0%,21.08,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,126.48,0.0%,21.08
"2123-3ply (21x23 1/2 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,19.66,0.0%,9.83,0.00,0.00,0.0%,0.00,2,19.66,0.0%,9.83,3,29.49,0.0%,9.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7.00,68.81,0.0%,9.83
"2224-2PLY (22x24 2-Ply Panel)",0.00,0.00,0.0%,0.00,112,772.96,0.1%,6.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,112.00,772.96,0.0%,6.90
"24.24.2 Nova Pleat (24x24x2 NovaPleat No Wire)",120,996.00,0.1%,8.30,0.00,0.00,0.0%,0.00,60,498.00,0.0%,8.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,312,2589.60,0.3%,8.30,24,199.20,0.0%,8.30,0.00,0.00,0.0%,0.00,24,199.20,0.0%,8.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,540.00,4482.00,0.0%,8.30
"24110-3ply (24x110 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,97.68,0.0%,48.84,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,97.68,0.0%,48.84,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,97.68,0.0%,48.84,6.00,293.04,0.0%,48.84
"24114-2ply (24x114 2 Ply Poly Link)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,603.90,0.1%,33.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18.00,603.90,0.0%,33.55
"24120-2Ply (120x24 2-Ply Poly Link)",5,204.35,0.0%,40.87,0.00,0.00,0.0%,0.00,29,1336.19,0.1%,46.08,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,1131.84,0.1%,47.16,0.00,0.00,0.0%,0.00,58.00,2672.38,0.0%,46.08
"24120-3ply (24x120 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,301.44,0.0%,50.24,6,301.44,0.0%,50.24,0.00,0.00,0.0%,0.00,12,602.88,0.1%,50.24,6,301.44,0.0%,50.24,6,301.44,0.0%,50.24,6,301.44,0.0%,50.24,42.00,2110.08,0.0%,50.24
"24120W-3PLY-5L (24x120 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,204.35,0.0%,40.87,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5.00,204.35,0.0%,40.87
"24144-2PLY-6L (24x144 2 Ply Poly Panel)",6,268.80,0.0%,44.80,0.00,0.00,0.0%,0.00,6,268.80,0.0%,44.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,537.60,0.0%,44.80
"24144-3PLY-6L (24x144 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,268.80,0.0%,44.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,268.80,0.0%,44.80
"24192W-2PLY-6L (24x192 2 Ply Poly Panel)",6,358.38,0.0%,59.73,0.00,0.00,0.0%,0.00,6,358.38,0.0%,59.73,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,716.76,0.0%,59.73
"24192W-3PLY-6L (24x192 3 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,358.38,0.0%,59.73,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,358.38,0.0%,59.73
"2424-2ply (24x24 2-Ply Poly Panel)",709,5126.36,0.6%,7.23,677,4933.56,0.5%,7.29,681,5006.36,0.4%,7.35,701,5094.84,0.4%,7.27,703,5197.72,0.5%,7.39,705,5241.80,0.5%,7.44,204,1655.36,0.2%,8.11,0.00,0.00,0.0%,0.00,1979,14448.72,1.6%,7.30,645,4918.48,0.5%,7.63,687,5326.40,0.4%,7.75,692,5399.20,0.4%,7.80,8383.00,62348.80,0.5%,7.44
"2424-3ply (24x24 3-Ply Poly Panel)",12,97.44,0.0%,8.12,0.00,0.00,0.0%,0.00,12,97.44,0.0%,8.12,233,1884.97,0.1%,8.09,207,1587.69,0.1%,7.67,221,1700.47,0.2%,7.69,292,2278.84,0.2%,7.80,0.00,0.00,0.0%,0.00,481,3793.67,0.4%,7.89,196,1508.72,0.2%,7.70,511,4324.37,0.3%,8.46,155,1188.85,0.1%,7.67,2320.00,18462.46,0.1%,7.96
"2448-2ply (24x48 2 Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,180,3769.20,0.3%,20.94,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,180.00,3769.20,0.0%,20.94
"2460-3Ply (24x60 3-Ply Poly Panel Special)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,52.28,0.0%,26.14,0.00,0.00,0.0%,0.00,2,52.28,0.0%,26.14,2,52.28,0.0%,26.14,3,78.42,0.0%,26.14,3,78.42,0.0%,26.14,12.00,313.68,0.0%,26.14
"2472-3Ply (24x72 3-Ply Poly Panel Special)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,205.84,0.0%,25.73,2,51.46,0.0%,25.73,0.00,0.00,0.0%,0.00,3,77.19,0.0%,25.73,3,77.19,0.0%,25.73,0.00,0.00,0.0%,0.00,3,77.19,0.0%,25.73,19.00,488.87,0.0%,25.73
"2480-3ply-4L (24"" X 80"" 3 PLY LINK FILTER)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,1676.64,0.2%,34.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48.00,1676.64,0.0%,34.93
"2484-3ply (24x84 3-Ply Poly Panel)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,34.85,0.0%,34.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,34.85,0.0%,34.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,69.70,0.0%,34.85
